X,type1
0.8958594730238394,-10.205128205128212
0.8958594730238394,-0.1282051282051313
0.9360100376411544,4.333333333333331
0.9560853199498118,-4.666666666666671
1.8795483061480551,-3.743589743589748
1.9799247176913426,-9.282051282051288
2.0,-4.589743589743595
2.120451693851945,-3.743589743589748
2.863237139272271,4.410256410256409
2.863237139272271,5.333333333333332
2.9836888331242157,0.794871794871792
3.1041405269761606,4.8717948717948705
3.987452948557089,-10.282051282051288
5.994981179422835,-9.743589743589748
8.986198243412797,-1.2051282051282097
9.969887076537013,-11.358974358974365
X,type2
3.987452948557089,-3.2051282051282097
4.9912170639899625,-9.282051282051288
6.978670012547051,-8.205128205128212
7.982434127979924,-8.205128205128212
8.96612296110414,2.794871794871793
9.969887076537013,-5.20512820512821
