X,
12.455830388692581,19.91886409736307
12.455830388692581,59.83772819472616
12.455830388692581,79.55375253549695
12.56183745583039,40.60851926977687
12.879858657243819,52.535496957403645
13.091872791519435,46.93711967545638
19.34628975265018,56.43002028397565
23.0565371024735,45.96348884381338
24.11660777385159,64.70588235294117
25.070671378091873,57.647058823529406
27.93286219081272,75.4158215010142
31.85512367491166,8.965517241379288
31.85512367491166,60.81135902636916
31.85512367491166,73.95537525354969
31.96113074204947,46.93711967545638
34.39929328621908,46.69371196754563
36.51943462897526,46.69371196754563
37.04946996466431,35.74036511156186
40.86572438162544,35.74036511156186
42.985865724381625,26.977687626774838
45.95406360424028,25.03042596348883
46.908127208480565,33.0628803245436
47.332155477031804,70.79107505070994
47.862190812720854,53.509127789046644
48.4982332155477,44.01622718052737
49.45229681978799,70.30425963488844
51.890459363957596,18.701825557809315
52.420494699646646,23.813387423935076
54.32862190812721,13.833671399594309
56.87279151943463,34.0365111561866
57.93286219081272,49.858012170385386
59.946996466431095,33.79310344827585
62.80918727915194,54.48275862068965
62.91519434628975,44.746450304259625
65.8833922261484,63.73225152129817
68.0035335689046,25.760649087221083
