X,
-47.77142857142857,48.33759590792832
-47.77142857142857,98.20971867007668
-47.77142857142857,148.849104859335
-47.77142857142857,198.72122762148337
-47.08571428571429,113.55498721227616
-43.82857142857143,87.46803069053703
-38.17142857142857,97.4424552429667
-38.0,72.89002557544751
-36.114285714285714,86.70076726342705
-36.114285714285714,95.14066496163679
-29.771428571428572,71.35549872122755
-23.085714285714285,94.3734015345268
-17.085714285714285,67.5191815856777
-12.114285714285714,81.32992327365724
-5.428571428571431,90.53708439897693
-5.085714285714289,104.34782608695647
-3.200000000000003,69.82097186700761
-2.171428571428571,78.26086956521732
-1.8285714285714292,108.18414322250635
-1.3142857142857167,69.82097186700761
-0.2857142857142847,168.03069053708435
0.914285714285711,144.24552429667517
2.6285714285714263,131.96930946291556
2.799999999999997,181.07416879795394
2.799999999999997,189.51406649616365
4.685714285714276,102.81329923273651
4.685714285714276,185.6777493606138
7.771428571428565,143.4782608695652
7.771428571428565,180.30690537084396
10.685714285714276,197.1867007672634
13.771428571428565,87.46803069053703
14.62857142857142,196.41943734015342
21.14285714285714,192.58312020460357
26.62857142857142,174.93606138107413
26.62857142857142,196.41943734015342
27.48571428571428,187.97953964194372
28.514285714285705,196.41943734015342
30.57142857142857,154.9872122762148
34.514285714285705,171.86700767263426
37.942857142857136,153.45268542199483
43.25714285714285,135.03836317135546
