X,
152.01668984700973,424.7459349593496
152.01668984700973,449.7459349593496
152.01668984700973,474.7459349593496
152.8511821974965,430.5386178861789
154.01947148817803,401.27032520325207
154.18636995827538,419.2581300813008
155.1877607788595,403.4044715447155
155.6884561891516,421.39227642276427
158.69262865090403,407.06300813008136
158.69262865090403,410.4166666666667
159.02642559109876,464.6849593495935
159.86091794158554,414.07520325203257
160.52851182197497,428.4044715447155
160.69541029207232,462.8556910569106
160.69541029207232,466.209349593496
162.0305980528512,443.6483739837399
164.7009735744089,414.989837398374
166.87065368567454,423.5264227642277
168.03894297635605,438.77032520325207
168.7065368567455,422.0020325203252
168.7065368567455,425.3556910569106
168.87343532684284,411.0264227642277
169.70792767732962,436.9410569105691
169.70792767732962,440.2947154471545
173.71349095966622,407.6727642276423
174.8817802503477,423.5264227642277
175.88317107093187,434.5020325203252
176.71766342141865,415.9044715447155
176.884561891516,449.4410569105691
179.88873435326843,400.9654471544716
180.89012517385257,420.7825203252033
180.89012517385257,470.7825203252033
184.89568845618916,486.6361788617886
191.90542420027816,440.599593495935
199.91655076495132,400.9654471544716
203.75521557719054,431.7581300813008
204.7566063977747,457.6727642276423
205.75799721835884,494.5630081300813
213.769123783032,412.8556910569106
213.93602225312935,443.3434959349594
214.93741307371351,439.989837398374
215.7719054242003,443.3434959349594
219.94436717663422,400.9654471544716
224.7844228094576,448.5264227642277
236.9680111265647,460.7215447154472
239.97218358831714,400.9654471544716
240.80667593880392,437.5508130081301
