X,
1949.0133333333333,141.2213740458015
1949.0933333333332,113.74045801526717
1949.3066666666666,144.27480916030532
1949.36,156.48854961832058
1949.4933333333333,130.53435114503816
1949.68,156.48854961832058
1949.7066666666667,115.26717557251908
1949.92,103.05343511450377
1949.9733333333334,132.06106870229007
1950.0,150.38167938931292
1950.6933333333334,177.8625954198473
1951.12,154.96183206106866
1952.56,194.6564885496183
1952.5866666666666,249.61832061068702
1953.2,197.70992366412213
1953.36,249.61832061068702
1954.0,222.13740458015263
1954.3466666666666,264.8854961832061
1954.56,296.9465648854962
1954.9866666666667,248.0916030534351
1955.0933333333332,269.4656488549618
1955.3066666666666,315.2671755725191
1955.5733333333333,272.5190839694656
1955.5733333333333,354.96183206106866
1955.8666666666666,238.93129770992363
1956.0,263.3587786259542
1956.4266666666667,295.41984732824426
1956.4266666666667,374.80916030534354
1956.56,408.3969465648855
1957.0133333333333,321.3740458015267
1957.4133333333334,423.66412213740455
1957.4133333333334,464.8854961832061
1957.5466666666666,336.64122137404576
1957.7333333333333,400.76335877862596
1957.7333333333333,466.412213740458
1958.08,365.64885496183206
1958.5333333333333,356.4885496183206
1958.5333333333333,484.7328244274809
1958.64,509.1603053435114
1959.0133333333333,330.53435114503816
1959.0133333333333,412.9770992366412
1959.5466666666666,539.6946564885496
1959.6,466.412213740458
1959.6533333333334,564.1221374045801
1959.9466666666667,423.66412213740455
1960.08,385.4961832061068
1960.6133333333332,519.8473282442748
1960.6133333333332,611.4503816793894
1960.6933333333334,451.14503816793894
1960.9066666666668,390.07633587786256
