X,
13.337386018237083,149.48979591836735
13.9209726443769,161.12244897959184
14.504559270516719,99.2857142857143
14.796352583586627,118.87755102040818
14.796352583586627,182.55102040816325
14.942249240121582,172.14285714285714
15.088145896656535,68.06122448979593
15.963525835866262,148.26530612244898
16.693009118541035,131.73469387755102
17.86018237082067,137.24489795918367
18.006079027355625,165.40816326530614
19.027355623100306,102.34693877551022
19.90273556231003,55.81632653061226
19.90273556231003,90.71428571428574
19.90273556231003,123.77551020408164
23.404255319148938,71.12244897959187
23.841945288753802,98.06122448979593
27.0516717325228,57.65306122448982
28.6565349544073,54.59183673469391
28.6565349544073,61.32653061224491
28.94832826747721,77.24489795918369
30.844984802431615,61.938775510204096
33.17933130699089,66.2244897959184
34.63829787234043,62.55102040816328
34.63829787234043,69.2857142857143
41.203647416413375,68.06122448979593
46.8936170212766,63.16326530612247
53.16717325227964,62.55102040816328
60.89969604863223,64.38775510204084
64.838905775076,61.938775510204096
68.92401215805472,65.00000000000003
73.00911854103344,66.83673469387756
78.84498480243163,60.71428571428572
84.82674772036475,65.61224489795921
90.80851063829789,63.775510204081655
