X,type1
0.789844851904089,95.64102564102575
0.789844851904089,297.1794871794873
0.789844851904089,497.1794871794872
1.001410437235542,389.4871794871795
1.9746121297602248,63.333333333333485
2.7785613540197454,237.1794871794873
2.990126939351198,489.4871794871795
3.2440056417489416,227.94871794871807
3.2440056417489416,246.4102564102565
3.963328631875881,135.64102564102575
4.9788434414668545,67.94871794871807
5.994358251057828,103.33333333333343
6.967559943582511,481.7948717948718
7.940761636107194,409.4871794871795
8.702397743300423,192.56410256410265
8.702397743300423,211.0256410256411
9.210155148095911,200.25641025641033
9.548660084626235,249.4871794871796
10.691114245416081,189.48717948717962
10.987306064880114,109.48717948717962
11.960507757404798,200.25641025641033
12.97602256699577,40.25641025641039
13.949224259520454,31.025641025641164
15.218617771509171,214.1025641025642
15.387870239774333,227.94871794871807
15.93794076163611,80.25641025641039
16.95345557122708,380.2564102564103
17.926657263751764,337.1794871794872
18.94217207334274,406.41025641025647
19.91537376586742,49.48717948717962
X,type2
0.9590973201692519,200.25641025641033
1.9746121297602248,229.48717948717956
3.963328631875881,203.33333333333343
4.9788434414668545,217.1794871794873
5.994358251057828,223.33333333333343
6.967559943582511,198.71794871794884
7.940761636107194,209.48717948717956
10.987306064880114,201.79487179487188
12.93370944992948,203.33333333333343
13.949224259520454,200.25641025641033
16.95345557122708,221.79487179487188
17.926657263751764,235.64102564102575
18.94217207334274,227.94871794871807
19.91537376586742,214.1025641025642
