X,
4.005102040816327,0.6102362204724407
4.005102040816327,1.1181102362204722
4.005102040816327,1.531496062992126
5.0,0.9173228346456694
5.0,1.8385826771653542
5.994897959183673,1.3188976377952755
6.989795918367347,2.24015748031496
7.98469387755102,2.4409448818897634
8.979591836734693,1.8385826771653542
9.974489795918366,2.0393700787401574
10.96938775510204,2.1456692913385824
11.964285714285714,2.854330708661417
12.959183673469386,2.960629921259842
12.959183673469386,3.8700787401574805
13.95408163265306,2.795275590551181
13.95408163265306,3.0078740157480315
13.95408163265306,4.283464566929134
14.948979591836734,3.3622047244094486
14.948979591836734,3.9763779527559056
15.943877551020407,3.267716535433071
15.943877551020407,3.562992125984252
16.93877551020408,3.7755905511811023
16.93877551020408,4.484251968503937
17.933673469387752,4.177165354330708
17.933673469387752,4.9921259842519685
18.928571428571427,4.68503937007874
19.96173469387755,4.484251968503937
19.96173469387755,4.9921259842519685
