X,
19.058295964125563,49.0811638591118
19.058295964125563,99.61715160796325
19.058295964125563,149.2343032159265
31.838565022421527,46.32465543644717
33.856502242152466,68.37672281776418
50.0,42.64931087289435
51.34529147982063,75.26799387442573
56.72645739910314,62.40428790199083
76.90582959641256,86.29402756508424
93.04932735426009,104.2113323124043
100.44843049327355,143.26186830015314
101.79372197309416,8.192955589586546
124.66367713004483,85.83460949464013
128.69955156950672,108.34609494640122
144.17040358744396,126.7228177641654
151.5695067264574,66.53905053598776
154.93273542600895,61.48545176110261
158.96860986547085,66.53905053598776
160.98654708520178,141.42419601837673
167.71300448430492,138.6676875957121
167.71300448430492,143.72128637059726
187.21973094170403,141.42419601837673
210.08968609865468,105.1301684532925
216.81614349775782,133.15467075038285
228.25112107623318,131.77641653905053
234.304932735426,121.20980091883615
245.06726457399103,138.6676875957121
261.2107623318385,119.37212863705973
272.64573991031386,130.85758039816233
284.0807174887892,107.42725880551302
287.44394618834076,115.6967840735069
290.80717488789236,120.75038284839204
294.84304932735427,115.6967840735069
308.96860986547085,105.1301684532925
325.7847533632287,116.61562021439511
340.58295964125557,106.0490045941807
361.4349775784753,113.85911179173047
376.9058295964125,99.61715160796325
