X,
38.53118712273641,99.28716904276986
38.53118712273641,149.38900203665986
41.54929577464789,186.65987780040734
53.01810865191147,84.62321792260693
59.6579476861167,79.73523421588595
67.50503018108652,175.66191446028512
81.38832997987929,189.10386965376782
83.19919517102616,96.84317718940937
92.25352112676057,82.79022403258656
105.53319919517105,173.21792260692465
106.13682092555334,102.9531568228106
121.83098591549297,183.60488798370673
128.47082494969823,180.54989816700612
128.47082494969823,187.27087576374745
141.75050301810867,120.67209775967414
142.35412474849096,110.28513238289206
142.35412474849096,127.39307535641548
144.16498993963785,160.9979633401222
148.3903420523139,106.61914460285134
148.3903420523139,113.34012219959267
148.3903420523139,120.67209775967414
148.3903420523139,127.39307535641548
151.4084507042254,97.4541751527495
164.68812877263585,120.67209775967414
169.5171026156942,131.67006109979633
171.3279678068411,120.67209775967414
190.0402414486922,126.78207739307535
190.6438631790745,143.27902240325867
191.8511066398391,110.89613034623218
219.0140845070423,132.89205702647658
235.91549295774652,111.50712830957231
252.21327967806846,142.05702647657841
263.07847082494976,101.12016293279022
264.88933601609665,153.66598778004072
269.11468812877274,84.0122199592668
284.20523138833005,96.23217922606925
293.25955734406443,157.94297352342159
303.52112676056345,82.17922606924644
307.1428571428572,76.06924643584522
308.9537223340041,99.28716904276986
310.1609657947687,82.17922606924644
320.4225352112677,173.82892057026476
330.0804828973844,77.29124236252547
338.5311871227365,190.93686354378818
344.56740442655945,77.29124236252547
359.6579476861168,175.050916496945
