X,
12.909090909090908,248.42615012106546
14.0,113.31719128329308
29.272727272727277,284.7457627118645
32.545454545454554,30.50847457627134
36.909090909090914,415.49636803874097
46.72727272727274,164.16464891041176
50.000000000000014,464.8910411622276
53.27272727272729,74.09200968523015
56.54545454545456,216.46489104116233
56.54545454545456,328.3292978208233
59.818181818181834,106.05326876513328
79.45454545454548,37.77239709443114
84.90909090909093,140.9200968523004
84.90909090909093,207.74818401937057
88.1818181818182,488.135593220339
92.54545454545458,403.8740920096852
96.90909090909093,337.04600484261505
102.36363636363639,122.03389830508485
111.09090909090912,190.31476997578704
112.18181818181822,91.52542372881368
117.63636363636367,46.489104116222904
123.09090909090912,360.2905569007264
132.90909090909093,485.23002421307507
136.18181818181822,220.8232445520582
137.2727272727273,120.58111380145289
137.2727272727273,444.5520581113802
146.00000000000003,187.40920096852312
148.18181818181822,332.68765133171917
153.63636363636365,33.41404358353526
164.5454545454546,483.7772397094431
165.63636363636368,65.37530266343839
171.09090909090912,215.01210653753037
173.2727272727273,373.36561743341406
182.00000000000003,15.980629539951735
185.2727272727273,139.46731234866843
185.2727272727273,284.7457627118645
192.90909090909096,392.25181598062954
196.18181818181822,78.45036319612603
196.18181818181822,348.66828087167073
198.3636363636364,178.69249394673136
211.4545454545455,255.69007263922526
224.5454545454546,297.8208232445521
225.63636363636368,43.58353510895898
225.63636363636368,488.135593220339
234.36363636363643,148.1840193704602
240.90909090909096,366.10169491525426
242.00000000000006,10.169491525423894
257.27272727272737,461.9854721549637
267.0909090909092,226.63438256658605
270.36363636363643,20.338983050847617
272.5454545454546,424.21307506053273
274.7272727272728,492.49394673123487
276.909090909091,299.2736077481841
280.18181818181824,68.28087167070231
280.18181818181824,168.52300242130764
282.36363636363643,107.50605326876524
294.36363636363643,444.5520581113802
298.7272727272728,79.903147699758
314.00000000000006,129.2978208232447
324.909090909091,56.65859564164663
334.7272727272728,482.32445520581115
359.8181818181819,367.5544794188862
366.3636363636365,159.80629539951588
371.8181818181819,229.53995157384998
381.63636363636374,10.169491525423894
395.8181818181819,114.76997578692504
408.90909090909105,197.57869249394685
415.45454545454555,81.35593220338995
426.3636363636365,257.1428571428572
435.09090909090924,348.66828087167073
443.8181818181819,294.9152542372882
444.90909090909105,103.14769975786936
451.4545454545456,400.9685230024213
451.4545454545456,459.0799031476998
461.2727272727274,213.5593220338984
474.3636363636365,448.91041162227606
475.4545454545456,498.3050847457627
486.3636363636365,265.859564164649
491.818181818182,15.980629539951735
499.4545454545456,175.78692493946744
499.4545454545456,475.06053268765135
