X,type1
0.7363253856942471,-7.197943444730072
0.7784011220196332,349.1002570694087
0.8625525946704045,94.60154241645245
0.8625525946704045,194.85861182519278
0.8625525946704045,296.6580976863753
0.8625525946704045,396.9151670951157
0.9887798036465618,242.67352185089976
1.9565217391304328,199.48586118251927
3.008415147265076,210.28277634961438
4.018232819074333,214.91002570694087
4.985974754558204,207.19794344473007
5.743338008415147,355.26992287917733
5.995792426367461,244.21593830334191
5.995792426367461,338.3033419023136
6.248246844319776,355.26992287917733
6.963534361851333,202.57069408740358
7.97335203366059,228.7917737789203
8.941093969144461,199.48586118251927
9.950911640953718,211.82519280205656
10.91865357643759,359.8971722365038
11.928471248246847,398.4575835475578
12.643758765778404,96.14395886889457
12.643758765778404,114.65295629820054
12.896213183730719,295.1156812339332
13.148667601683034,105.39845758354755
14.410939691444604,435.4755784061697
15.883590462833103,347.5578406169666
16.13604488078542,133.16195372750644
16.640953716690046,204.11311053984576
16.851332398316977,433.9331619537275
16.89340813464236,222.62210796915167
17.145862552594675,204.11311053984576
17.861150070126232,444.7300771208226
18.870967741935488,339.8457583547558
19.83870967741936,347.5578406169666
20.21739130434783,-7.197943444730072
X,type2
1.1150070126227187,338.3033419023136
1.998597475455819,406.1696658097686
3.008415147265076,369.1516709511568
4.018232819074333,322.879177377892
4.985974754558204,379.9485861182519
6.963534361851333,316.7095115681234
7.97335203366059,420.0514138817481
8.941093969144461,401.5424164524421
9.950911640953718,307.4550128534704
10.91865357643759,234.96143958868896
11.928471248246847,0.5141388174807275
13.906030855539976,205.65552699228795
14.873772791023848,14.395886889460144
15.841514726507718,145.50128534704368
17.861150070126232,216.45244215938305
18.870967741935488,76.09254498714654
19.83870967741936,60.66838046272494
