X,type1
48.37121212121212,1003.5641547861508
49.50757575757576,4.582484725050904
50.18939393939394,300.9164969450102
59.734848484848484,242.87169042769858
70.64393939393939,68.73727087576378
72.68939393939394,484.2158859470469
74.73484848484848,7.637474541751544
74.73484848484848,200.10183299389007
76.78030303030303,380.34623217922615
79.73484848484847,111.5071283095723
85.41666666666666,212.32179226069252
89.9621212121212,154.27698574338092
93.37121212121211,777.4949083503055
94.28030303030302,215.37678207739316
96.09848484848484,759.1649694501018
96.09848484848484,795.8248472505092
96.55303030303028,307.02647657841146
98.59848484848484,658.3503054989817
99.73484848484847,7.637474541751544
99.73484848484847,123.72708757637474
101.09848484848484,640.0203665987781
101.09848484848484,676.6802443991853
102.68939393939392,203.1568228105907
104.73484848484847,487.27087576374754
108.59848484848484,866.0896130346232
109.73484848484847,206.21181262729124
111.09848484848484,847.7596741344196
111.09848484848484,884.4195519348269
118.37121212121211,157.33197556008145
124.73484848484847,200.10183299389007
124.96212121212119,7.637474541751544
134.73484848484847,380.34623217922615
139.73484848484847,206.21181262729124
149.73484848484847,200.10183299389007
X,type2
49.734848484848484,762.2199592668024
59.734848484848484,609.4704684317719
76.78030303030303,633.9103869653768
79.73484848484847,973.0142566191446
84.73484848484847,581.9755600814665
96.55303030303028,413.95112016293285
106.55303030303028,734.7250509164969
124.50757575757574,832.4847250509165
134.73484848484847,490.3258655804481
149.73484848484847,19.857433808553992
