X,
-40.073891625615765,123.59437751004018
-35.197044334975374,77.8112449799197
-35.197044334975374,153.11244979919678
-34.16256157635468,191.06425702811245
-27.364532019704434,111.54618473895584
-20.418719211822662,165.16064257028114
-19.38423645320197,147.69076305220884
-19.38423645320197,186.84738955823295
-18.49753694581281,89.85943775100404
-16.42857142857143,66.36546184738958
-10.517241379310349,119.97991967871488
-2.6847290640394093,159.73895582329317
-2.6847290640394093,192.2690763052209
-1.650246305418726,133.83534136546186
1.305418719211822,91.66666666666669
4.261083743842363,59.738955823293196
6.1822660098522135,115.76305220883536
10.172413793103445,172.99196787148594
15.049261083743836,121.78714859437753
19.039408866995068,97.69076305220885
20.960591133004918,147.08835341365463
25.98522167487684,176.00401606425703
32.78325123152709,135.0401606425703
38.69458128078817,96.48594377510042
