X,
-40.859671302149174,49.79716024340769
-40.859671302149174,99.69574036511155
-40.859671302149174,149.5943204868154
-40.859671302149174,198.8843813387424
-40.10113780025284,123.42799188640971
-35.853350189633375,77.789046653144
-34.94310998735777,152.02839756592292
-34.336283185840706,74.13793103448273
-34.336283185840706,80.83164300202837
-34.18457648546144,190.36511156186612
-27.0543615676359,111.2576064908722
-20.986093552465235,167.24137931034483
-20.075853350189632,161.15618661257605
-19.317319848293298,167.24137931034483
-19.165613147914033,147.1602434077079
-19.013906447534765,186.105476673428
-17.951959544879898,89.35091277890464
-16.1314791403287,66.83569979716023
-10.063211125158029,119.77687626774846
-2.1744627054361594,190.973630831643
-2.022756005056891,158.72210953346854
-0.960809102402024,133.16430020283974
1.011378002528442,88.1338742393509
1.9216182048040409,94.82758620689654
2.680151706700375,88.1338742393509
4.955752212389378,59.5334685598377
6.927939317319844,115.51724137931033
10.87231352718078,172.71805273833672
15.878634639696578,121.6024340770791
19.823008849557517,97.26166328600404
21.03666245259165,142.90060851926978
21.94690265486725,149.5943204868154
22.705436156763582,142.90060851926978
26.042983565107455,178.1947261663286
26.95322376738305,172.10953346855985
27.71175726927939,178.1947261663286
33.021491782553724,137.42393509127788
33.93173198482932,131.3387423935091
34.69026548672566,137.42393509127788
39.99999999999999,96.65314401622716
