X,
25.657894736842103,99.5398773006135
27.631578947368418,113.34355828220859
36.18421052631579,77.91411042944785
44.078947368421055,96.31901840490798
48.026315789473685,117.94478527607362
63.15789473684211,122.08588957055215
66.44736842105263,95.85889570552148
87.5,122.08588957055215
88.81578947368422,92.17791411042944
98.02631578947368,104.14110429447854
104.60526315789474,114.7239263803681
107.89473684210526,109.66257668711657
125.0,96.31901840490798
146.71052631578948,96.31901840490798
165.13157894736844,99.5398773006135
200.6578947368421,100.0
220.3947368421053,107.82208588957056
234.21052631578948,123.92638036809817
264.47368421052636,126.22699386503068
276.97368421052636,136.34969325153375
284.2105263157895,138.65030674846625
290.13157894736844,126.68711656441718
290.7894736842105,132.2085889570552
297.36842105263156,126.68711656441718
305.92105263157896,121.16564417177915
311.1842105263158,136.34969325153375
329.60526315789474,118.40490797546012
335.5263157894737,129.4478527607362
342.7631578947369,139.57055214723925
363.8157894736842,133.58895705521473
367.7631578947369,128.98773006134968
371.0526315789474,133.58895705521473
374.3421052631579,121.62576687116564
