X,type1
0.8302872062663182,24.16879795396416
0.8302872062663182,49.10485933503834
0.8302872062663182,74.4245524296675
0.8302872062663182,99.36061381074168
1.9895561357702347,-1.5345268542199904
3.963446475195822,11.892583120204563
3.9947780678851172,-1.5345268542199904
5.999999999999999,-1.5345268542199904
8.005221932114882,-1.5345268542199904
8.976501305483028,62.915601023017885
10.010443864229764,-1.5345268542199904
10.919060052219319,87.46803069053706
12.015665796344646,-1.5345268542199904
12.986945169712792,95.14066496163682
14.020887728459527,96.29156010230179
14.992167101827674,98.20971867007671
X,type2
1.0496083550913835,84.78260869565216
1.9268929503916445,10.358056265984615
1.9895561357702347,77.87723785166239
2.9608355091383807,14.194373401534492
2.9608355091383807,64.06649616368284
3.9947780678851172,44.11764705882351
4.9660574412532625,44.11764705882351
4.997389033942558,11.125319693094582
4.997389033942558,18.030690537084368
5.999999999999999,29.156010230178993
5.999999999999999,42.19948849104857
7.00261096605744,44.884910485933474
8.005221932114882,42.19948849104857
8.005221932114882,57.54475703324806
9.007832898172323,37.9795396419437
9.822454308093993,69.05370843989769
9.979112271540469,37.212276214833736
9.979112271540469,62.14833759590791
10.919060052219319,22.25063938618922
12.172323759791121,91.30434782608694
13.989556135770233,1.9181585677748956
15.023498694516968,2.6854219948848623
X,type3
0.9556135770234986,0.38363171355494785
5.999999999999999,68.28644501278771
6.971279373368145,63.29923273657287
8.976501305483028,51.790281329923246
11.013054830287205,52.17391304347824
11.98433420365535,15.345268542199449
12.986945169712792,14.194373401534492
