X,type1
-0.1849217638691334,49.74593495934961
-0.1849217638691334,74.7459349593496
-0.1849217638691334,99.4410569105691
-0.05689900426742689,24.74593495934961
-0.014224751066858055,81.45325203252034
0.668563300142246,61.33130081300814
0.7112375533428157,57.97764227642278
0.9246088193456607,28.709349593495958
1.1806543385490742,61.33130081300814
2.9302987197724035,50.660569105691074
3.9544807965860596,73.83130081300814
4.935988620199146,59.19715447154473
4.978662873399715,29.623983739837414
4.978662873399715,46.39227642276425
5.960170697012803,9.50203252032523
5.960170697012803,29.319105691056933
5.960170697012803,42.73373983739839
8.776671408250357,25.66056910569108
8.990042674253202,69.5630081300813
10.7823613086771,98.22154471544715
11.038406827880515,3.7093495934959577
11.25177809388336,98.22154471544715
11.97724039829303,33.89227642276424
11.97724039829303,91.51422764227642
13.001422475106688,37.5508130081301
16.031294452347087,21.08739837398376
16.031294452347087,30.23373983739839
16.031294452347087,47.916666666666686
19.018492176386918,53.70934959349595
X,type2
3.9544807965860596,44.563008130081315
10.953058321479375,39.07520325203254
11.97724039829303,80.53861788617887
12.958748221906118,68.34349593495935
13.982930298719774,23.831300813008156
16.031294452347087,67.4288617886179
19.018492176386918,25.66056910569108
