X,team1,X,team2
-0.10057471264367700,25.05128205128210,2.3994252873563200,27.358974358974400
0.9339080459770110,22.897435897435900,3.9511494252873600,24.743589743589700
4.985632183908050,33.74358974358970,11.451149425287400,31.128205128205100
5.933908045977010,25.666666666666700,14.985632183908000,40.128205128205100
6.968390804597700,32.205128205128200,18.002873563218400,48.51282051282050
8.002873563218390,29.435897435897400,19.985632183908000,31.74358974358970
8.951149425287360,24.128205128205100,21.020114942528700,39.82051282051280
9.985632183908050,36.743589743589700,23.002873563218400,46.97435897435900
13.002873563218400,25.82051282051280,28.089080459770100,46.97435897435900
14.03735632183910,35.8974358974359,29.037356321839100,48.82051282051280
16.020114942528700,28.128205128205100,30.07183908045980,51.35897435897440
16.968390804597700,24.28205128205130,31.10632183908050,41.97435897435900
19.037356321839100,24.28205128205130,32.054597701149400,46.05128205128210
22.054597701149400,29.743589743589700,33.606321839080500,32.35897435897440
24.037356321839100,23.82051282051280,36.106321839080500,44.205128205128200
25.502873563218400,37.58974358974360,37.140804597701200,37.51282051282050
27.054597701149400,39.97435897435900,,
35.071839080459800,46.97435897435900,,
38.089080459770100,28.82051282051280,,
