X,type1
2.2364217252396195,196.1636828644502
2.2364217252396195,397.18670076726346
2.2364217252396195,496.9309462915601
2.619808306709267,297.44245524296684
10.095846645367414,246.80306905370853
20.063897763578275,1.2787723785167486
23.897763578274763,35.03836317135563
37.891373801916934,185.4219948849106
38.65814696485623,480.05115089514067
55.718849840255594,438.6189258312021
59.936102236421725,1.2787723785167486
77.57188498402556,285.16624040920726
79.87220447284346,1.2787723785167486
88.69009584664538,214.57800511508958
X,type2
2.044728434504794,358.82352941176475
2.619808306709267,104.09207161125329
3.9616613418530378,318.9258312020461
3.9616613418530378,374.16879795396426
4.153354632587861,357.2890025575448
11.054313099041536,328.13299232736574
16.99680511182109,102.55754475703338
18.91373801916933,85.67774936061392
19.105431309904155,102.55754475703338
22.747603833865817,303.5805626598466
23.897763578274763,148.59335038363184
23.897763578274763,326.59846547314584
24.856230031948883,305.11508951406654
26.00638977635783,417.1355498721228
26.00638977635783,444.7570332480819
38.65814696485623,4.3478260869566725
38.849840255591054,271.3554987212277
38.849840255591054,404.8593350383632
40.0,105.62659846547325
44.02555910543131,128.6445012787725
55.52715654952077,223.7851662404093
57.060702875399365,203.83631713554996
70.8626198083067,12.020460358056425
71.629392971246,245.26854219948856
76.80511182108626,87.21227621483388
88.69009584664538,262.148337595908
X,type3
18.338658146964857,246.80306905370853
23.897763578274763,76.47058823529426
25.814696485623003,274.4245524296676
42.68370607028754,444.7570332480819
56.10223642172524,352.68542199488496
56.86900958466454,475.44757033248084
88.69009584664538,31.96930946291576
