X,
-1.5067686874632074,33.054024255788306
-0.765155974102413,30.937155457552365
-0.12948793407886683,98.0154355016538
0.18834608593290625,48.66593164277838
0.8240141259564524,48.1367144432194
1.3537374926427361,47.078280044101426
1.7775161859917716,49.32745314222712
1.9894055326662823,32.78941565600881
2.4131842260153036,28.952590959206162
2.836962919364339,34.11245865490628
3.366686286050623,51.17971334068357
3.684520306062396,34.50937155457552
4.320188346085942,30.672546857772872
4.849911712772226,14.92833517089305
4.849911712772226,36.22932745314222
5.3796350794585095,54.35501653803748
5.697469099470283,56.736493936052916
6.545026486168339,82.13891951488424
7.392583872866396,30.275633958103626
8.346085932901715,82.00661521499448
9.193643319599772,33.18632855567806
9.511477339611545,89.28335170893054
11.41848145968217,26.306504961411235
11.41848145968217,91.26791620727674
11.524426133019432,27.761852260198452
12.477928193054737,35.43550165380374
12.689817539729262,29.084895259095916
12.689817539729262,75.78831312017641
12.79576221306651,52.105843439911794
13.007651559741035,49.856670341786106
13.431430253090056,30.275633958103626
13.643319599764567,77.11135611907386
15.33843437316068,79.09592061742006
16.185991759858744,4.343991179713328
16.291936433196,7.916207276736486
16.397881106533255,9.503858875413442
16.927604473219546,28.68798235942667
17.139493819894057,74.0683572216097
18.304885226603886,30.672546857772872
18.834608593290177,73.93605292171995
18.834608593290177,76.58213891951488
19.152442613301943,20.08820286659315
19.36433195997646,10.429988974641674
19.894055326662745,35.567805953693494
20.0,75.5237045203969
20.847557386698064,22.601984564498338
21.059446733372575,20.220507166482903
21.801059446733376,7.783902976846733
22.648616833431433,14.531422271223803
23.708063566804007,37.94928335170893
23.708063566804007,70.89305402425579
24.44967628016481,16.515986769570006
24.66156562683932,39.27232635060639
25.297233666862866,75.78831312017641
25.61506768687463,63.48401323042999
26.356680400235433,41.25689084895259
26.462625073572696,62.425578831312016
26.462625073572696,77.37596471885337
26.674514420247206,64.27783902976847
27.416127133608008,78.30209481808159
27.73396115361978,84.38809261300992
27.839905826957036,65.60088202866592
28.793407886992348,48.40132304299889
28.89935256032961,85.44652701212789
30.170688640376696,91.66482910694597
30.382577987051206,87.82800441014334
30.594467333725724,0.24255788313119808
31.230135373749263,74.59757442116869
31.44202472042378,49.592061742006614
31.44202472042378,90.07717750826902
31.86580341377281,94.17861080485116
32.07769276044733,91.92943770672547
32.39552678045909,0.11025358324144463
32.713360800470866,74.99448732083792
33.56091818716892,38.61080485115766
34.40847557386698,77.11135611907386
34.72630959387875,78.56670341786108
34.83225426721601,45.75523704520396
35.044143613890526,43.506063947078275
35.467922307239554,40.46306504961411
35.57386698057681,80.0220507166483
36.209535020600356,14.531422271223803
36.52736904061213,1.8302094818081542
37.26898175397292,7.783902976846733
37.48087110064744,81.87431091510474
37.798705120659214,15.325248070562282
37.90464979399647,3.5501653803748496
38.43437316068275,7.916207276736486
39.8116539140671,9.503858875413442
39.8116539140671,92.72326350606394
40.65921130076516,29.878721058434394
41.40082401412596,46.81367144432193
41.40082401412596,95.10474090407938
41.82460270747499,31.59867695700109
41.93054738081224,48.66593164277838
43.413772807533846,50.91510474090408
43.62566215420836,73.27453142227122
43.94349617422013,19.426681367144425
44.049440847557385,17.17750826901873
45.744555620953506,33.58324145534729
46.168334314302534,62.02866593164278
46.4861683343143,75.12679162072767
46.90994702766333,61.63175303197354
46.90994702766333,88.22491730981257
47.2277810476751,46.54906284454244
47.43967039434962,60.57331863285557
47.545615067686875,62.55788313120176
48.92289582107122,63.74862183020948
49.24072984108299,13.20837927232634
49.876397881106534,28.68798235942667
50.1942319011183,43.37375964718853
50.40612124779282,11.753031973539137
50.829899941141846,14.002205071664818
51.04178928781636,46.28445424476295
51.35962330782813,30.80485115766261
51.46556798116539,41.78610804851157
53.90229546792231,71.819184123484
54.43201883460859,48.00441014332965
54.749852854620364,7.916207276736486
56.02118893466745,74.59757442116869
57.50441436138905,76.44983461962514
57.822248381400826,67.18853362734288
58.24602707474985,14.796030871003296
58.88169511477339,53.95810363836824
59.72925250147145,16.251378169790513
59.83519717480871,42.97684674751929
61.42436727486756,45.09371554575523
61.8481459682166,90.07717750826902
62.695703354914656,37.28776185226019
63.43731606827545,92.32635060639471
63.75515008828722,13.20837927232634
63.861094761624486,39.0077177508269
64.81459682165979,71.28996692392502
64.92054149499705,50.253583241455345
65.45026486168334,15.457552370452035
65.87404355503237,73.27453142227122
65.97998822836962,48.79823594266813
66.2978222483814,51.57662624035281
68.20482636845203,50.51819184123484
68.5226603884638,52.105843439911794
68.73454973513832,45.88754134509371
68.73454973513832,88.8864388092613
68.94643908181283,48.00441014332965
69.89994114184815,59.11797133406835
70.53560918187169,86.10804851157663
71.91288993525603,89.28335170893054
72.2307239552678,48.533627342888636
72.54855797527958,1.1686879823594154
72.76044732195409,76.3175303197354
74.24367274867569,-0.2866593164277873
77.95173631547969,-0.15435501653804806
